date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2019-07-29,60,19,,0.19,11.4
2019-07-30,65,19,,0.19,12.35
2019-07-31,62,19,,0.19,11.78
2019-08-01,64,15,FALSE,0.15,9.6
2019-08-02,78,15,,0.15,11.7
2019-08-03,61,15,,0.15,9.15
2019-08-04,61,15,,0.15,9.15
2019-08-05,100,15,,0.15,15
2019-08-06,100,15,,0.15,15
2019-08-07,90,15,,0.15,13.5
2019-08-08,79,15,,0.15,11.85
2019-08-09,79,15,,0.15,11.85
2019-08-10,63,15,,0.15,9.45
2019-08-11,58,15,,0.15,8.7
2019-08-12,72,15,,0.15,10.8
2019-08-13,72,15,,0.15,10.8
2019-08-14,80,15,,0.15,12
2019-08-15,85,15,,0.15,12.75
2019-08-16,72,15,,0.15,10.8
2019-08-17,58,15,,0.15,8.7
2019-08-18,59,15,,0.15,8.85
2019-08-19,68,15,,0.15,10.2
2019-08-20,66,15,,0.15,9.9
2019-08-21,72,15,,0.15,10.8
2019-08-22,66,15,,0.15,9.9
2019-08-23,62,15,,0.15,9.3
2019-08-24,51,15,,0.15,7.65
2019-08-25,54,15,,0.15,8.1
2019-08-26,58,15,,0.15,8.7
2019-08-27,61,15,,0.15,9.15
2019-08-28,64,15,,0.15,9.6
2019-08-29,70,15,,0.15,10.5
2019-08-30,58,15,,0.15,8.7
2019-08-31,49,15,,0.15,7.35
2019-09-01,56,13,FALSE,0.13,7.28
2019-09-02,75,13,,0.13,9.75
2019-09-03,77,13,,0.13,10.01
2019-09-04,74,13,,0.13,9.62
2019-09-05,63,13,,0.13,8.19
2019-09-06,62,13,,0.13,8.06
2019-09-07,56,13,,0.13,7.28
2019-09-08,55,13,,0.13,7.15
2019-09-09,54,13,,0.13,7.02
2019-09-10,61,13,,0.13,7.93
2019-09-11,61,13,,0.13,7.93
2019-09-12,61,13,,0.13,7.93
2019-09-13,53,13,,0.13,6.89
2019-09-14,49,13,,0.13,6.37
2019-09-15,52,13,,0.13,6.76
2019-09-16,54,13,,0.13,7.02
2019-09-17,55,13,,0.13,7.15
2019-09-18,54,13,,0.13,7.02
2019-09-19,58,13,,0.13,7.54
2019-09-20,55,13,,0.13,7.15
2019-09-21,57,13,,0.13,7.41
2019-09-22,51,13,,0.13,6.63
2019-09-23,51,13,,0.13,6.63
2019-09-24,82,13,,0.13,10.66
2019-09-25,100,13,,0.13,13
2019-09-26,93,13,,0.13,12.09
2019-09-27,79,13,,0.13,10.27
2019-09-28,59,13,,0.13,7.67
2019-09-29,55,13,,0.13,7.15
2019-09-30,65,13,,0.13,8.45
2019-10-01,65,12,FALSE,0.12,7.8
2019-10-02,60,12,,0.12,7.2
2019-10-03,60,12,,0.12,7.2
2019-10-04,51,12,,0.12,6.12
2019-10-05,51,12,,0.12,6.12
2019-10-06,52,12,,0.12,6.24
2019-10-07,60,12,,0.12,7.2
2019-10-08,56,12,,0.12,6.72
2019-10-09,60,12,,0.12,7.2
2019-10-10,56,12,,0.12,6.72
2019-10-11,54,12,,0.12,6.48
2019-10-12,52,12,,0.12,6.24
2019-10-13,54,12,,0.12,6.48
2019-10-14,52,12,,0.12,6.24
2019-10-15,58,12,,0.12,6.96
2019-10-16,59,12,,0.12,7.08
2019-10-17,54,12,,0.12,6.48
2019-10-18,59,12,,0.12,7.08
2019-10-19,48,12,,0.12,5.76
2019-10-20,51,12,,0.12,6.12
2019-10-21,52,12,,0.12,6.24
2019-10-22,50,12,,0.12,6
2019-10-23,74,12,,0.12,8.88
2019-10-24,61,12,,0.12,7.32
2019-10-25,73,12,,0.12,8.76
2019-10-26,100,12,,0.12,12
2019-10-27,71,12,,0.12,8.52
2019-10-28,79,12,,0.12,9.48
2019-10-29,75,12,,0.12,9
2019-10-30,66,12,,0.12,7.92
2019-10-31,60,12,,0.12,7.2
2019-11-01,64,11,FALSE,0.11,7.04
2019-11-02,63,11,,0.11,6.93
2019-11-03,57,11,,0.11,6.27
2019-11-04,74,11,,0.11,8.14
2019-11-05,72,11,,0.11,7.92
2019-11-06,71,11,,0.11,7.81
2019-11-07,67,11,,0.11,7.37
2019-11-08,67,11,,0.11,7.37
2019-11-09,61,11,,0.11,6.71
2019-11-10,64,11,,0.11,7.04
2019-11-11,66,11,,0.11,7.26
2019-11-12,63,11,,0.11,6.93
2019-11-13,65,11,,0.11,7.15
2019-11-14,61,11,,0.11,6.71
2019-11-15,59,11,,0.11,6.49
2019-11-16,60,11,,0.11,6.6
2019-11-17,57,11,,0.11,6.27
2019-11-18,69,11,,0.11,7.59
2019-11-19,70,11,,0.11,7.7
2019-11-20,65,11,,0.11,7.15
2019-11-21,84,11,,0.11,9.24
2019-11-22,100,11,,0.11,11
2019-11-23,72,11,,0.11,7.92
2019-11-24,70,11,,0.11,7.7
2019-11-25,96,11,,0.11,10.56
2019-11-26,88,11,,0.11,9.68
2019-11-27,78,11,,0.11,8.58
